id,bookname_ws,bookyear_i,bookmonth_txt_en_split,author_txt_en_split,subject_txt_en_split,booknumber_i,
3776,UDB-029-1333-34-07-Srabon.pdf,1334,Srabon,,kothaproshonge,7,UDB02907
3777,UDB-029-1333-34-07-Srabon.pdf,1334,Srabon,pandit shri khirodprasad bidyabinod m a,abhiramer giti,7,UDB02907
3778,UDB-029-1333-34-07-Srabon.pdf,1334,Srabon,shri sharochandra chakraborty b a,purbosmriti,7,UDB02907
3779,UDB-029-1333-34-07-Srabon.pdf,1334,Srabon,shri khagendranath shikdar m a,atit o bartaman,7,UDB02907
3780,UDB-029-1333-34-07-Srabon.pdf,1334,Srabon,shri durgapad mitra b a b s c,apekhik madyakarshan,7,UDB02907
3781,UDB-029-1333-34-07-Srabon.pdf,1334,Srabon,shri bhujangodhar raichaudhary,hari kirtan,7,UDB02907
3782,UDB-029-1333-34-07-Srabon.pdf,1334,Srabon,swami nirlepanand,jagrath,7,UDB02907
3783,UDB-029-1333-34-07-Srabon.pdf,1334,Srabon,shri bhujangodhar raichaudhary,hari biroh,7,UDB02907
3784,UDB-029-1333-34-07-Srabon.pdf,1334,Srabon,basudebanand,shabhyatay barbartar beej,7,UDB02907
3785,UDB-029-1333-34-07-Srabon.pdf,1334,Srabon,shri bhujangodhar raichaudhary,ahetuki bhakti,7,UDB02907
3786,UDB-029-1333-34-07-Srabon.pdf,1334,Srabon,shri nanibala debi,shraban shandyay,7,UDB02907
3787,UDB-029-1333-34-07-Srabon.pdf,1334,Srabon,,madhukari,7,UDB02907
3788,UDB-029-1333-34-07-Srabon.pdf,1334,Srabon,basudebanand,jagat karon,7,UDB02907
3789,UDB-029-1333-34-07-Srabon.pdf,1334,Srabon,,shamalochana,7,UDB02907
3790,UDB-029-1333-34-07-Srabon.pdf,1334,Srabon,,sangh barta,7,UDB02907
